shortname,category,Assignment,Chat,Choice,Database,Feedback,Folder,Forum,Glossary,Label,Language Lesson,Lesson,LTI,Quiz,SCORM,Survey,Wiki,Workshop
MUSC260J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC261-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC261J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC262-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC262J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC263-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC263J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC264-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC264J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC265-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC265J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC267-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC267J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC268-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC268J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC269-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC269J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC270-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC270J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC271-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC271J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC274-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC274J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC275-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC275J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC276-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC276J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC277-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC277J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC278-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC278J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC279-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC279J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC280-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC280J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC281-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC281J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC282-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC282J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC283-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC283J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC284-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC284J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC285J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC286J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE101-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE102-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE103-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE104-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE107-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE108-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE110-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE125-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE126-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE127-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE130-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE142-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE145-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE148-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE149-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE150-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE151-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE158-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE158-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE158-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE159-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE161-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE167-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE168-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE171-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE172-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE173-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE175-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE177-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE178-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE190-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE195-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE199-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE199-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE199-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE217-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE218-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE226-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE229-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE230-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE269-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE270-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE291-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE348-00-F15,84,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
PHIL100-01-F15,84,8,0,0,0,0,7,4,0,0,0,0,0,0,0,0,1,0
PHIL100-02-F15,84,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHIL115-00-F15,84,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHIL213-00-F15,84,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHIL221-00-F15,84,7,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
PHIL251-00-F15,84,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
PHIL270-00-F15,84,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
PHIL301-00-F15,84,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
PHIL400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS131-00-F15,84,1,0,0,0,4,0,1,0,0,0,0,0,8,0,0,0,0
PHYS131L-52-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS131L-59-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS142-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS142L-54-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS151-00-F15,84,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0
PHYS151L-54-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS153-00-F15,84,1,0,0,0,1,0,2,0,26,0,0,0,2,0,0,0,0
PHYS153L-52-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS153L-59-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS228-00-F15,84,3,0,0,0,5,3,1,0,1,0,0,0,2,0,0,0,0
PHYS228L-52-F15,84,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0
PHYS228L-57-F15,84,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0
PHYS228L-59-F15,84,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0
PHYS232-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS343-00-F15,84,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0
PHYS343L-52-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS343L-59-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHYS346-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS355-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-11-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC120-00-F15,84,6,0,0,0,0,6,3,0,0,0,2,0,4,0,0,0,0
POSC120-WL0-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC122-00-F15,84,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
POSC150-00-F15,84,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
POSC160-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC170-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC201-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC224-00-F15,84,12,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0
POSC225-00-F15,84,15,0,2,0,0,0,3,0,8,0,0,0,0,0,0,0,0
POSC230-00-F15,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
POSC231-00-F15,84,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
POSC248-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC251-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC266-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC268-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC276-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC281-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC313-00-F15,84,2,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0
POSC328-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
POSC338-00-F15,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
POSC358-00-F15,84,5,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
POSC361-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC371-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-05-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-06-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-08-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-10-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-11-F15,84,7,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0
POSC400-12-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSC400-13-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC110-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PSYC110-02-F15,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PSYC110-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC110-WL2-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC210-00-F15,84,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PSYC211-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC211-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC248-00-F15,84,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
PSYC254-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC260-00-F15,84,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
PSYC261-01-F15,84,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PSYC261-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC369-00-F15,84,12,0,0,0,0,3,15,0,1,0,0,0,0,0,0,0,0
PSYC374-00-F15,84,3,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0
PSYC383-00-F15,84,16,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0
PSYC400-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-05-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-06-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-08-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-09-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYC400-10-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PSYC400-11-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PSYC400-12-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELG100-01-F15,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RELG100-02-F15,84,4,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0
RELG100-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELG100-04-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RELG110-00-F15,84,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
RELG153-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELG210-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RELG221-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELG225-00-F15,84,4,0,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0
RELG243-00-F15,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RELG267-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELG340-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSS101-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUSS101-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
russ101-f15,84,116,0,0,0,0,1,2,0,3,35,0,0,103,0,0,0,0
RUSS150-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUSS204-00-F15,84,106,0,0,0,0,30,2,0,9,28,0,0,57,0,0,0,0
RUSS346-00-F15,84,48,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0
RUSS400-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN100-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN110-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN110-WL0-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN111-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN111-WL0-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN203-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN204-00-F15,84,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
SOAN272-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN330-00-F15,84,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0
SOAN333-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN396-01-F15,84,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
SOAN396-02-F15,84,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SOAN400-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-05-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOAN400-06-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN101-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN101-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN101-03-F15,84,0,0,0,0,0,0,1,0,3,0,0,0,13,0,0,0,0
SPAN101-04-F15,84,0,0,0,0,0,0,1,0,3,0,0,0,13,0,0,0,0
SPAN101-05-F15,84,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0
span101-f25 (Pearsall),84,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
SPAN204-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN204-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN204-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN204-04-F15,84,0,0,0,0,0,2,2,0,16,0,0,0,0,0,0,0,0
SPAN204-05-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN204-06-F15,84,0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0
SPAN204-08-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN204-09-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN204-10-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN204-11-F15,84,0,0,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0
span204-f15 (Burdell),84,0,0,2,0,0,0,2,0,3,0,0,0,25,0,0,0,0
span204-f15 (Contreras),84,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0
span204-f15 (Pariente-Beltran),84,0,0,0,0,0,3,1,0,18,0,0,0,0,0,0,0,0
SPAN205-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN208-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN220-00-F15,84,3,0,0,0,0,7,8,0,9,0,0,0,0,0,0,0,0
SPAN221-07-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN229-07-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN247-07-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN277-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPAN320-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN328-00-F15,84,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
SPAN349-07-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAN400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEA100-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEA190-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEA237-00-F15,84,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
THEA250S-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEA255-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEA345-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
THEA400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VocalPoint Fall '15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WGST110-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGST110-WL0-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGST112-00-F15,84,4,0,0,0,0,0,28,0,32,0,0,0,0,0,0,0,0
WGST200-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGST220-00-F15,84,3,0,0,0,0,0,4,0,28,0,0,0,0,0,0,0,0
WGST400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0